Transaction Code,Customer Id,Age,Job,Marital,Education,Default,Account Balance,Housing,Loan,Contact,Day,Month,Date,Call Duration,Campaign Id,Campaign,Time Between Campaigns,# of Calls,Campaign Success,Purchased Product
1-2216-847X,2216,34,management,single,unknown,no,1534,yes,no,cellular,16,apr,4/16/2015,156,1,Life Insurance,147,7,other,no
1-2217-848X,2217,34,admin.,married,secondary,no,1671,no,no,unknown,21,may,5/21/2015,160,1,Life Insurance,-1,0,unknown,no
1-2218-849X,2218,51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,6/16/2015,1021,1,Life Insurance,-1,0,unknown,no
1-2220-850X,2220,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,1/27/2015,701,1,Life Insurance,-1,0,unknown,yes
1-2222-851X,2222,34,management,married,tertiary,no,573,no,no,cellular,10,aug,8/10/2015,122,1,Life Insurance,-1,0,unknown,no
1-2223-852X,2223,34,admin.,married,secondary,no,475,yes,no,unknown,7,may,5/7/2015,559,1,Life Insurance,-1,0,unknown,no
1-2224-853X,2224,42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,5/8/2015,141,1,Life Insurance,-1,0,unknown,no
1-2226-854X,2226,31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,2/5/2015,577,1,Life Insurance,-1,0,unknown,no
1-2232-855X,2232,30,self-employed,single,tertiary,no,48,no,no,cellular,21,nov,11/21/2015,140,1,Life Insurance,-1,0,unknown,no
1-2235-856X,2235,34,technician,married,secondary,no,1,yes,no,cellular,19,nov,11/19/2015,108,1,Life Insurance,-1,0,unknown,no
1-2236-857X,2236,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,11/17/2015,80,1,Life Insurance,152,1,failure,no
1-2243-858X,2243,34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,11/18/2015,162,1,Life Insurance,173,3,failure,no
1-2246-859X,2246,45,technician,married,secondary,no,115,yes,no,cellular,6,may,5/6/2015,108,1,Life Insurance,-1,0,unknown,no
1-2250-860X,2250,49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,11/8/2015,148,1,Life Insurance,871,2,failure,no
1-2251-861X,2251,50,management,married,tertiary,no,207,yes,no,cellular,4,feb,2/4/2015,99,1,Life Insurance,-1,0,unknown,no
1-2252-862X,2252,37,management,married,tertiary,no,238,no,no,cellular,3,feb,2/3/2015,185,1,Life Insurance,92,1,success,yes
1-2254-863X,2254,30,housemaid,single,secondary,no,1924,no,no,cellular,6,feb,2/6/2015,170,1,Life Insurance,-1,0,unknown,no
1-2258-864X,2258,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,5/5/2015,287,1,Life Insurance,-1,0,unknown,no
1-2259-865X,2259,70,retired,married,primary,no,3782,no,no,cellular,16,mar,3/16/2015,618,1,Life Insurance,-1,0,unknown,no
1-2260-866X,2260,41,management,married,tertiary,no,326,yes,no,cellular,5,may,5/5/2015,788,1,Life Insurance,-1,0,unknown,yes
1-2263-867X,2263,33,management,single,tertiary,no,99,no,no,cellular,8,jul,7/8/2015,159,1,Life Insurance,-1,0,unknown,no
1-2268-868X,2268,30,blue-collar,single,primary,no,185,no,no,unknown,26,jun,6/26/2015,11,1,Life Insurance,-1,0,unknown,no
1-2269-869X,2269,33,management,single,secondary,no,-424,yes,no,unknown,26,may,5/26/2015,863,1,Life Insurance,-1,0,unknown,no
1-2272-870X,2272,34,management,single,tertiary,no,171,yes,no,cellular,7,may,5/7/2015,191,1,Life Insurance,294,1,failure,no
1-2274-871X,2274,44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,5/9/2015,13,1,Life Insurance,-1,0,unknown,no
1-2275-872X,2275,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,5/13/2015,1073,1,Life Insurance,-1,0,unknown,yes
1-2278-873X,2278,38,technician,married,secondary,no,1931,no,no,cellular,2,jun,6/2/2015,167,1,Life Insurance,298,10,other,no
1-2282-874X,2282,58,retired,married,secondary,no,983,no,no,cellular,5,aug,8/5/2015,139,1,Life Insurance,-1,0,unknown,no
1-2290-875X,2290,21,student,single,secondary,no,681,no,no,unknown,20,aug,8/20/2015,6,1,Life Insurance,-1,0,unknown,no
1-2291-876X,2291,38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,2/5/2015,105,1,Life Insurance,-1,0,unknown,no
1-2292-877X,2292,42,admin.,married,secondary,no,0,no,no,unknown,19,jun,6/19/2015,370,1,Life Insurance,-1,0,unknown,no
1-2294-878X,2294,34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,5/5/2015,184,1,Life Insurance,167,6,failure,no
1-2299-879X,2299,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,5/20/2015,253,1,Life Insurance,-1,0,unknown,no
1-2303-880X,2303,28,technician,single,secondary,no,769,yes,no,cellular,15,may,5/15/2015,153,1,Life Insurance,371,2,failure,no
1-2304-881X,2304,43,admin.,married,unknown,no,3485,no,no,unknown,18,jun,6/18/2015,113,1,Life Insurance,-1,0,unknown,no
1-2305-882X,2305,57,management,married,secondary,no,139,no,no,cellular,17,aug,8/17/2015,80,1,Life Insurance,-1,0,unknown,no
1-2306-883X,2306,34,services,divorced,secondary,no,202,yes,no,unknown,15,may,5/15/2015,318,1,Life Insurance,-1,0,unknown,no
1-2307-884X,2307,36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,1/27/2015,100,1,Life Insurance,435,1,failure,no
1-2310-885X,2310,33,management,married,tertiary,no,2098,no,no,cellular,20,nov,11/20/2015,67,1,Life Insurance,-1,0,unknown,no
1-2312-886X,2312,57,management,married,tertiary,no,3431,yes,no,unknown,16,may,5/16/2015,73,1,Life Insurance,-1,0,unknown,no
1-2315-887X,2315,54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,7/9/2015,98,1,Life Insurance,-1,0,unknown,no
1-2317-888X,2317,43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,11/18/2015,465,1,Life Insurance,-1,0,unknown,no
1-2319-889X,2319,53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,4/20/2015,304,1,Life Insurance,340,1,failure,no
1-2326-890X,2326,38,admin.,single,secondary,no,883,yes,no,cellular,12,may,5/12/2015,95,1,Life Insurance,327,9,other,no
1-2334-891X,2334,36,services,married,secondary,no,338,no,no,unknown,14,may,5/14/2015,90,1,Life Insurance,-1,0,unknown,no
1-2336-892X,2336,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,5/7/2015,31,1,Life Insurance,363,2,failure,no
1-2337-893X,2337,35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,7/9/2015,156,1,Life Insurance,-1,0,unknown,no
1-2338-894X,2338,24,services,married,tertiary,no,0,yes,no,unknown,27,may,5/27/2015,299,1,Life Insurance,-1,0,unknown,no
1-2342-895X,2342,34,management,married,secondary,no,0,no,no,cellular,2,feb,2/2/2015,270,1,Life Insurance,-1,0,unknown,no
1-2344-896X,2344,38,management,married,tertiary,no,223,no,no,cellular,28,jan,1/28/2015,63,1,Life Insurance,-1,0,unknown,no
1-2350-897X,2350,25,technician,single,secondary,no,-80,yes,yes,unknown,3,jun,6/3/2015,89,1,Life Insurance,-1,0,unknown,no
1-2352-898X,2352,52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,6/12/2015,58,1,Life Insurance,-1,0,unknown,no
1-2353-899X,2353,39,admin.,married,secondary,no,179,no,no,unknown,6,sep,9/6/2015,36,1,Life Insurance,-1,0,unknown,no
1-2356-900X,2356,30,services,married,secondary,no,1286,yes,yes,cellular,17,jul,7/17/2015,544,1,Life Insurance,-1,0,unknown,no
1-2357-901X,2357,33,services,married,secondary,no,804,yes,yes,unknown,8,may,5/8/2015,266,1,Life Insurance,-1,0,unknown,no
1-2359-902X,2359,51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,7/10/2015,324,1,Life Insurance,-1,0,unknown,no
1-2362-903X,2362,37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,6/11/2015,199,1,Life Insurance,-1,0,unknown,no
1-2364-904X,2364,56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,6/2/2015,56,1,Life Insurance,-1,0,unknown,no
1-2366-905X,2366,33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,11/18/2015,411,1,Life Insurance,173,2,other,no
1-2369-906X,2369,35,services,married,secondary,no,195,yes,no,cellular,17,apr,4/17/2015,203,1,Life Insurance,-1,0,unknown,no
1-2370-907X,2370,45,entrepreneur,married,secondary,no,68,yes,no,unknown,7,may,5/7/2015,254,1,Life Insurance,-1,0,unknown,no
1-2372-908X,2372,35,management,divorced,tertiary,no,321,yes,no,unknown,9,may,5/9/2015,189,1,Life Insurance,-1,0,unknown,no
1-2374-909X,2374,28,blue-collar,married,secondary,no,8,yes,no,cellular,15,may,5/15/2015,196,1,Life Insurance,-1,0,unknown,no
1-2375-910X,2375,32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,5/9/2015,171,1,Life Insurance,-1,0,unknown,no
1-2377-911X,2377,35,services,married,secondary,no,152,yes,no,unknown,2,jun,6/2/2015,563,1,Life Insurance,-1,0,unknown,yes
1-2381-912X,2381,32,technician,single,secondary,no,6402,yes,no,cellular,6,may,5/6/2015,158,1,Life Insurance,167,1,success,no
1-2383-913X,2383,26,management,single,tertiary,no,122,no,yes,cellular,8,jul,7/8/2015,160,1,Life Insurance,-1,0,unknown,no
1-2384-914X,2384,30,student,single,secondary,no,0,yes,no,cellular,19,nov,11/19/2015,661,1,Life Insurance,-1,0,unknown,no
1-2385-915X,2385,32,management,married,tertiary,no,62,yes,no,cellular,14,may,5/14/2015,166,1,Life Insurance,-1,0,unknown,no
1-2387-916X,2387,33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,5/29/2015,58,1,Life Insurance,-1,0,unknown,no
1-2392-917X,2392,54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,7/10/2015,88,1,Life Insurance,-1,0,unknown,no
1-2393-918X,2393,31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,5/21/2015,85,1,Life Insurance,-1,0,unknown,no
1-2394-919X,2394,41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,11/18/2015,134,1,Life Insurance,-1,0,unknown,no
1-2396-920X,2396,35,services,single,secondary,no,35,yes,no,cellular,14,may,5/14/2015,152,1,Life Insurance,-1,0,unknown,no
1-2397-921X,2397,30,management,married,tertiary,no,877,no,no,cellular,13,aug,8/13/2015,202,1,Life Insurance,83,5,failure,no
1-2401-922X,2401,43,self-employed,married,secondary,no,104,no,no,unknown,17,jun,6/17/2015,332,1,Life Insurance,-1,0,unknown,no
1-2403-923X,2403,56,management,married,primary,no,772,yes,no,telephone,20,nov,11/20/2015,291,1,Life Insurance,-1,0,unknown,no
1-2411-924X,2411,31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,11/19/2015,182,1,Life Insurance,-1,0,unknown,no
1-2421-926X,2421,34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,11/19/2015,265,1,Life Insurance,-1,0,unknown,no
1-2425-927X,2425,47,management,married,tertiary,no,1890,no,no,cellular,8,jul,7/8/2015,161,1,Life Insurance,-1,0,unknown,no
1-2428-928X,2428,39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,8/8/2015,136,1,Life Insurance,-1,0,unknown,no
1-2429-929X,2429,28,services,single,secondary,no,229,yes,no,unknown,9,may,5/9/2015,322,1,Life Insurance,-1,0,unknown,no
1-2430-930X,2430,26,student,single,secondary,no,203,no,no,cellular,16,nov,11/16/2015,104,1,Life Insurance,196,1,failure,no
1-2434-931X,2434,73,retired,married,primary,no,796,no,no,cellular,23,oct,10/23/2015,427,1,Life Insurance,182,2,failure,yes
1-2439-932X,2439,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,4/16/2015,517,1,Life Insurance,255,1,failure,no
1-2442-933X,2442,36,admin.,married,secondary,no,957,yes,no,unknown,21,may,5/21/2015,206,1,Life Insurance,-1,0,unknown,no
1-2444-934X,2444,29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,4/12/2015,169,1,Life Insurance,-1,0,unknown,no
1-2449-935X,2449,25,student,single,tertiary,no,5,no,no,cellular,29,sep,9/29/2015,138,1,Life Insurance,-1,0,unknown,no
1-2452-936X,2452,57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,10/13/2015,61,1,Life Insurance,-1,0,unknown,no
1-2460-937X,2460,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,2/2/2015,161,1,Life Insurance,-1,0,unknown,no
1-2461-938X,2461,26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,1/29/2015,291,1,Life Insurance,244,4,failure,no
1-2462-939X,2462,31,services,single,secondary,no,11386,yes,no,cellular,20,nov,11/20/2015,356,1,Life Insurance,-1,0,unknown,no
1-2464-940X,2464,47,blue-collar,single,unknown,no,2443,no,no,unknown,18,jun,6/18/2015,422,1,Life Insurance,-1,0,unknown,no
1-2465-941X,2465,23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,5/28/2015,806,1,Life Insurance,-1,0,unknown,yes
1-2466-942X,2466,44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,6/16/2015,227,1,Life Insurance,-1,0,unknown,no
1-2468-943X,2468,32,services,single,secondary,no,-402,yes,no,cellular,17,apr,4/17/2015,135,1,Life Insurance,-1,0,unknown,no
1-2469-944X,2469,28,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,6/3/2015,361,1,Life Insurance,-1,0,unknown,no
1-2470-945X,2470,57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,7/18/2015,246,1,Life Insurance,-1,0,unknown,no
1-2473-946X,2473,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,11/17/2015,71,1,Life Insurance,-1,0,unknown,no
1-2482-947X,2482,30,management,married,tertiary,no,931,no,no,cellular,17,jul,7/17/2015,1183,1,Life Insurance,-1,0,unknown,no
1-2486-948X,2486,34,management,married,tertiary,no,-73,yes,no,cellular,11,jul,7/11/2015,90,1,Life Insurance,-1,0,unknown,no
1-2487-949X,2487,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,7/9/2015,464,1,Life Insurance,683,6,failure,yes
1-2490-950X,2490,55,retired,married,primary,no,-966,no,yes,cellular,14,may,5/14/2015,104,1,Life Insurance,-1,0,unknown,no
1-2495-951X,2495,47,admin.,divorced,secondary,no,136,no,yes,cellular,23,jul,7/23/2015,70,1,Life Insurance,-1,0,unknown,no
1-2496-952X,2496,38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,5/23/2015,260,1,Life Insurance,-1,0,unknown,no
1-2499-953X,2499,34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,5/14/2015,228,1,Life Insurance,-1,0,unknown,no
1-2512-955X,2512,67,retired,married,primary,no,2301,no,no,cellular,16,apr,4/16/2015,124,1,Life Insurance,-1,0,unknown,no
1-2513-956X,2513,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,6/5/2015,701,1,Life Insurance,-1,0,unknown,yes
1-2518-957X,2518,48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,5/6/2015,189,1,Life Insurance,-1,0,unknown,no
1-2521-958X,2521,38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,5/30/2015,162,1,Life Insurance,-1,0,unknown,no
1-2523-959X,2523,59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,may,5/15/2015,44,1,Life Insurance,-1,0,unknown,no
1-2526-960X,2526,55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,1/30/2015,143,1,Life Insurance,2,3,other,no
1-2530-961X,2530,48,management,single,tertiary,no,8106,no,no,unknown,17,nov,11/17/2015,125,1,Life Insurance,111,3,failure,no
1-2533-962X,2533,48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,2/3/2015,45,1,Life Insurance,-1,0,unknown,no
1-2539-963X,2539,44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,6/20/2015,218,1,Life Insurance,-1,0,unknown,no
1-2540-964X,2540,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,11/13/2015,167,1,Life Insurance,92,1,success,yes
1-2542-965X,2542,47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,5/15/2015,142,1,Life Insurance,-1,0,unknown,no
1-2543-966X,2543,30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,11/21/2015,75,1,Life Insurance,-1,0,unknown,no
1-2544-967X,2544,37,management,married,tertiary,no,767,no,yes,cellular,2,feb,2/2/2015,204,1,Life Insurance,-1,0,unknown,no
1-2545-968X,2545,56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,7/10/2015,542,1,Life Insurance,-1,0,unknown,no
1-2547-969X,2547,42,services,married,secondary,no,508,yes,no,unknown,30,may,5/30/2015,70,1,Life Insurance,-1,0,unknown,no
1-2548-970X,2548,60,management,married,secondary,no,725,yes,no,cellular,8,jul,7/8/2015,266,1,Life Insurance,-1,0,unknown,no
1-2554-971X,2554,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,5/13/2015,562,1,Life Insurance,-1,0,unknown,yes
1-2556-972X,2556,49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,5/22/2015,158,1,Life Insurance,59,2,failure,no
1-2557-973X,2557,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,5/12/2015,515,1,Life Insurance,350,5,failure,yes
1-2563-974X,2563,46,admin.,divorced,secondary,no,7378,no,no,cellular,18,nov,11/18/2015,466,1,Life Insurance,-1,0,unknown,no
1-2564-975X,2564,55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,4/17/2015,85,1,Life Insurance,151,1,failure,no
1-2565-976X,2565,50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,jul,7/24/2015,148,1,Life Insurance,-1,0,unknown,no
1-2566-977X,2566,23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,5/18/2015,123,1,Life Insurance,-1,0,unknown,no
1-2567-978X,2567,34,student,married,unknown,no,1387,no,no,cellular,30,apr,4/30/2015,121,1,Life Insurance,-1,0,unknown,no
1-2569-979X,2569,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,10/6/2015,215,1,Life Insurance,-1,0,unknown,yes
1-2571-980X,2571,57,technician,married,secondary,no,0,no,no,unknown,13,may,5/13/2015,44,1,Life Insurance,-1,0,unknown,no
1-2572-981X,2572,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,4/30/2015,171,1,Life Insurance,-1,0,unknown,no
1-2574-982X,2574,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,5/20/2015,172,1,Life Insurance,-1,0,unknown,no
1-2577-983X,2577,31,services,single,secondary,no,469,no,yes,cellular,2,feb,2/2/2015,111,1,Life Insurance,-1,0,unknown,no
1-2578-984X,2578,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,5/6/2015,158,1,Life Insurance,-1,0,unknown,no
1-2585-985X,2585,31,management,married,tertiary,no,2395,no,no,cellular,27,apr,4/27/2015,218,1,Life Insurance,-1,0,unknown,no
1-2586-986X,2586,60,management,married,primary,no,4895,no,no,unknown,9,jun,6/9/2015,313,1,Life Insurance,-1,0,unknown,no
1-2588-987X,2588,38,management,married,tertiary,no,389,yes,no,unknown,6,may,5/6/2015,262,1,Life Insurance,-1,0,unknown,no
1-2596-988X,2596,31,services,single,secondary,no,85,no,no,cellular,16,jul,7/16/2015,151,1,Life Insurance,-1,0,unknown,no
1-2598-989X,2598,35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,5/26/2015,111,1,Life Insurance,-1,0,unknown,no
1-2599-990X,2599,36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,2/2/2015,217,1,Life Insurance,221,1,failure,no
1-2601-991X,2601,45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,6/18/2015,74,1,Life Insurance,-1,0,unknown,no
1-2605-993X,2605,57,management,married,unknown,no,0,no,no,cellular,30,sep,9/30/2015,585,1,Life Insurance,-1,0,unknown,no
1-2606-994X,2606,48,management,married,primary,no,247,yes,yes,unknown,14,may,5/14/2015,145,1,Life Insurance,-1,0,unknown,no
1-2608-995X,2608,32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,7/8/2015,524,1,Life Insurance,-1,0,unknown,no
1-2609-996X,2609,58,retired,married,secondary,no,11,no,no,cellular,11,aug,8/11/2015,270,1,Life Insurance,-1,0,unknown,no
1-2610-997X,2610,57,management,married,primary,no,-226,yes,no,unknown,4,jun,6/4/2015,272,1,Life Insurance,-1,0,unknown,no
1-2613-998X,2613,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,11/17/2015,183,1,Life Insurance,-1,0,unknown,no
1-2621-999X,2621,28,technician,single,secondary,no,1453,yes,no,cellular,12,may,5/12/2015,246,1,Life Insurance,343,1,other,no
1-2623-1000X,2623,30,admin.,single,secondary,no,1009,yes,no,cellular,29,jan,1/29/2015,253,1,Life Insurance,-1,0,unknown,no
1-2624-1001X,2624,32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,8/6/2015,175,1,Life Insurance,-1,0,unknown,no
1-2625-1002X,2625,53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,may,5/15/2015,106,1,Life Insurance,-1,0,unknown,no
1-2631-1003X,2631,58,retired,married,primary,no,0,no,no,cellular,4,aug,8/4/2015,506,1,Life Insurance,-1,0,unknown,no
1-2632-1004X,2632,37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,4/20/2015,81,1,Life Insurance,-1,0,unknown,no
1-2633-1005X,2633,59,management,married,primary,no,2358,yes,no,cellular,17,apr,4/17/2015,30,1,Life Insurance,-1,0,unknown,no
1-2636-1006X,2636,30,technician,married,secondary,no,616,yes,no,cellular,6,may,5/6/2015,19,1,Life Insurance,-1,0,unknown,no
1-2637-1007X,2637,47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,5/14/2015,389,1,Life Insurance,-1,0,unknown,no
1-2639-1008X,2639,38,blue-collar,married,primary,no,290,yes,no,cellular,16,apr,4/16/2015,283,1,Life Insurance,-1,0,unknown,no
1-2643-1009X,2643,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,5/7/2015,279,1,Life Insurance,-1,0,unknown,no
1-2644-1010X,2644,56,retired,divorced,secondary,no,212,no,yes,telephone,17,jul,7/17/2015,27,1,Life Insurance,-1,0,unknown,no
1-2646-1011X,2646,33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,11/18/2015,679,1,Life Insurance,-1,0,unknown,no
1-2647-1012X,2647,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,6/2/2015,169,1,Life Insurance,-1,0,unknown,no
1-2648-1013X,2648,52,management,married,tertiary,no,575,no,no,unknown,3,jun,6/3/2015,315,1,Life Insurance,-1,0,unknown,no
1-2651-1014X,2651,54,services,married,secondary,no,158,yes,no,unknown,19,may,5/19/2015,198,1,Life Insurance,-1,0,unknown,no
1-2654-1015X,2654,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,4/26/2015,1472,1,Life Insurance,192,4,failure,yes
1-2655-1016X,2655,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,8/4/2015,293,1,Life Insurance,181,2,other,yes
1-2659-1017X,2659,56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,6/9/2015,594,1,Life Insurance,-1,0,unknown,no
1-2662-1018X,2662,57,retired,married,primary,no,1238,yes,no,cellular,15,jul,7/15/2015,274,1,Life Insurance,-1,0,unknown,no
1-2665-1019X,2665,48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,5/14/2015,243,1,Life Insurance,-1,0,unknown,no
1-2666-1020X,2666,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,5/22/2015,198,1,Life Insurance,98,6,success,yes
1-2668-1021X,2668,28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,5/19/2015,190,1,Life Insurance,-1,0,unknown,no
1-2669-1022X,2669,36,management,married,tertiary,no,428,no,no,unknown,28,may,5/28/2015,121,1,Life Insurance,-1,0,unknown,no
1-2670-1023X,2670,58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,7/9/2015,148,1,Life Insurance,-1,0,unknown,no
1-2673-1024X,2673,39,services,married,secondary,no,-540,no,no,unknown,6,jun,6/6/2015,29,1,Life Insurance,-1,0,unknown,no
1-2674-1025X,2674,35,self-employed,married,tertiary,no,560,yes,no,cellular,2,apr,4/2/2015,58,1,Life Insurance,136,1,failure,no
1-2676-1026X,2676,29,management,single,tertiary,no,437,no,no,cellular,5,aug,8/5/2015,504,1,Life Insurance,92,1,success,yes
1-2677-1027X,2677,48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,8/5/2015,348,1,Life Insurance,-1,0,unknown,no
1-2679-1028X,2679,74,retired,married,secondary,no,935,no,no,cellular,26,jan,1/26/2015,100,1,Life Insurance,104,1,other,no
1-2680-1029X,2680,30,services,married,secondary,no,699,yes,no,unknown,29,may,5/29/2015,544,1,Life Insurance,-1,0,unknown,no
1-2682-1030X,2682,24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,4/2/2015,90,1,Life Insurance,-1,0,unknown,no
1-2686-1031X,2686,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,10/29/2015,264,1,Life Insurance,-1,0,unknown,yes
1-2688-1032X,2688,45,technician,married,secondary,no,1673,no,no,cellular,23,oct,10/23/2015,76,1,Life Insurance,-1,0,unknown,no
1-2694-1033X,2694,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,11/17/2015,57,1,Life Insurance,-1,0,unknown,no
1-2695-1034X,2695,39,management,married,tertiary,no,399,no,no,cellular,9,apr,4/9/2015,504,1,Life Insurance,-1,0,unknown,no
1-2698-1035X,2698,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,2/17/2015,485,1,Life Insurance,-1,0,unknown,yes
1-2699-1036X,2699,34,management,married,tertiary,no,697,no,no,cellular,5,aug,8/5/2015,166,1,Life Insurance,-1,0,unknown,no
1-2703-1037X,2703,57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,7/10/2015,73,1,Life Insurance,-1,0,unknown,no
1-2705-1038X,2705,58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,8/14/2015,137,1,Life Insurance,-1,0,unknown,no
1-2707-1039X,2707,41,management,married,unknown,no,2457,yes,no,unknown,9,may,5/9/2015,285,1,Life Insurance,-1,0,unknown,no
1-2708-1040X,2708,58,management,married,tertiary,no,541,yes,no,cellular,8,may,5/8/2015,98,1,Life Insurance,-1,0,unknown,no
1-2712-1041X,2712,47,unknown,married,unknown,no,677,no,no,cellular,7,aug,8/7/2015,384,1,Life Insurance,99,4,success,no
1-2715-1042X,2715,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,5/7/2015,973,1,Life Insurance,366,1,failure,no
1-2718-1043X,2718,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,2/2/2015,125,1,Life Insurance,-1,0,unknown,yes
1-2720-1044X,2720,32,technician,single,secondary,no,230,yes,no,cellular,18,may,5/18/2015,442,1,Life Insurance,266,8,failure,yes
1-2725-1045X,2725,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,6/16/2015,71,1,Life Insurance,-1,0,unknown,no
1-2729-1046X,2729,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,5/11/2015,443,1,Life Insurance,350,1,failure,no
1-2730-1047X,2730,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,5/6/2015,136,1,Life Insurance,-1,0,unknown,no
1-2731-1048X,2731,52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,6/6/2015,44,1,Life Insurance,-1,0,unknown,no
